source_key,source_c7n,source_service,source_path,path_kind,target_key,target_c7n,edge_type,source,confidence,resolution,operation,evidence,corroborated_by,runnable,verdict,observed_sources,observed_hits,hit_rate,resolved_targets,dangling_targets,condition_violations,verdict_detail,verified_at
cleanrooms.protected_query,,cleanrooms,protectedQuery.membershipArn,dotted,cleanrooms.membership,,references,doc,medium,service-exact,get_protected_query,cleanrooms.GetProtectedQuery,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cleanrooms.protected_query,,cleanrooms,protectedQuery.membershipId,dotted,cleanrooms.membership,,references,doc,medium,service-exact,get_protected_query,cleanrooms.GetProtectedQuery,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cleanrooms.schema,,cleanrooms,collaborationArn,scalar,cleanrooms.collaboration,,references,doc,medium,service-exact,list_schemas,cleanrooms.ListSchemas,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cleanrooms.schema,,cleanrooms,collaborationId,scalar,cleanrooms.collaboration,,references,doc,medium,service-exact,list_schemas,cleanrooms.ListSchemas,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cleanrooms.schema,,cleanrooms,schema.collaborationArn,dotted,cleanrooms.collaboration,,references,doc,medium,service-exact,get_schema,cleanrooms.GetSchema,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cleanrooms.schema,,cleanrooms,schema.collaborationId,dotted,cleanrooms.collaboration,,references,doc,medium,service-exact,get_schema,cleanrooms.GetSchema,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cleanrooms.schema,,cleanrooms,schemas[].collaborationArn,list_dict,cleanrooms.collaboration,,references,doc,medium,service-exact,batch_get_schema,cleanrooms.BatchGetSchema,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cleanrooms.schema,,cleanrooms,schemas[].collaborationId,list_dict,cleanrooms.collaboration,,references,doc,medium,service-exact,batch_get_schema,cleanrooms.BatchGetSchema,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cleanrooms.schema_analysis_rule,,cleanrooms,analysisRule.collaborationId,dotted,cleanrooms.collaboration,,references,doc,medium,service-partial,get_schema_analysis_rule,cleanrooms.GetSchemaAnalysisRule,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cleanroomsml.configured_audience_model,,cleanroomsml,outputConfig.roleArn,dotted,iam.role,iam-role,assumes,doc,medium,well-known,get_configured_audience_model,cleanroomsml.GetConfiguredAudienceModel,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloud9.environment_membership,,cloud9,environmentId,scalar,cloud9.environment,,references,doc,medium,service-exact,describe_environment_memberships,cloud9.DescribeEnvironmentMemberships,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudcontrol.resource_request,,cloudcontrol,Identifier,scalar,cloudcontrol.resource,,references,doc,medium,service-exact,list_resource_requests,cloudcontrol.ListResourceRequests,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudcontrol.resource_request,,cloudcontrol,TypeName,scalar,cloudcontrol.resource,,references,doc,medium,service-exact,list_resource_requests,cloudcontrol.ListResourceRequests,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudcontrol.resource_request_status,,cloudcontrol,ProgressEvent.Identifier,dotted,cloudcontrol.resource,,references,doc,medium,service-exact,get_resource_request_status,cloudcontrol.GetResourceRequestStatus,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudcontrol.resource_request_status,,cloudcontrol,ProgressEvent.TypeName,dotted,cloudcontrol.resource,,references,doc,medium,service-exact,get_resource_request_status,cloudcontrol.GetResourceRequestStatus,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
clouddirectory.attached_indice,,clouddirectory,IndexedAttributes[].Key.FacetName,list_dict,clouddirectory.facet,,references,doc,medium,service-exact,list_attached_indices,clouddirectory.ListAttachedIndices,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
clouddirectory.attached_indice,,clouddirectory,IndexedAttributes[].Key.Name,list_dict,sdb.attribute,,references,doc,medium,global-exact,list_attached_indices,clouddirectory.ListAttachedIndices,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
clouddirectory.index,,clouddirectory,IndexedAttributes[].Key.FacetName,list_dict,clouddirectory.facet,,references,doc,medium,service-exact,list_index,clouddirectory.ListIndex,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
clouddirectory.index,,clouddirectory,IndexedAttributes[].Key.Name,list_dict,sdb.attribute,,references,doc,medium,global-exact,list_index,clouddirectory.ListIndex,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
clouddirectory.link_attribute,,clouddirectory,Key.FacetName,dotted,clouddirectory.facet,,references,doc,medium,service-exact,get_link_attributes,clouddirectory.GetLinkAttributes,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
clouddirectory.link_attribute,,clouddirectory,Key.Name,dotted,sdb.attribute,,references,doc,medium,global-exact,get_link_attributes,clouddirectory.GetLinkAttributes,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
clouddirectory.object_attribute,,clouddirectory,Key.FacetName,dotted,clouddirectory.facet,,references,doc,medium,service-exact,get_object_attributes,clouddirectory.GetObjectAttributes,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
clouddirectory.object_attribute,,clouddirectory,Key.Name,dotted,sdb.attribute,,references,doc,medium,global-exact,get_object_attributes,clouddirectory.GetObjectAttributes,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
clouddirectory.object_information,,clouddirectory,FacetName,scalar,clouddirectory.facet,,references,doc,medium,service-exact,get_object_information,clouddirectory.GetObjectInformation,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
clouddirectory.typed_link_facet_attribute,,clouddirectory,Name,scalar,clouddirectory.link_attribute,,references,doc,medium,service-partial,list_typed_link_facet_attributes,clouddirectory.ListTypedLinkFacetAttributes,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudformation.stack,cfn,cloudformation,StackSetOperation.StackSetId,dotted,cloudformation.stack_set,,references,doc,medium,service-exact,describe_stack_set_operation,cloudformation.DescribeStackSetOperation,,yes,absent,4,0,0.00,0,0,0,path never populated across 4 resource(s),2026-08-16T15:50:20+00:00
cloudformation.stack_event,,cloudformation,StackId,scalar,ec2.instance,ec2,references,doc,medium,well-known,describe_stack_events,cloudformation.DescribeStackEvents,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudformation.stack_resource,,cloudformation,StackId,scalar,cloudformation.stack,cfn,references,doc,medium,service-exact,describe_stack_resources,cloudformation.DescribeStackResources,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudformation.stack_resource,,cloudformation,StackResourceDetail.StackId,dotted,cloudformation.stack,cfn,references,doc,medium,service-exact,describe_stack_resource,cloudformation.DescribeStackResource,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudformation.type,,cloudformation,TypeName,scalar,appconfig.extension,,references,doc,medium,global-exact,describe_type,cloudformation.DescribeType,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudformation.type,,cloudformation,PublisherId,scalar,cloudformation.publisher,,references,doc,medium,service-partial,describe_type,cloudformation.DescribeType,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudfront.distribution,distribution,cloudfront,Distribution.DistributionConfig.ViewerCertificate.IAMCertificateId,dotted,iam.iam_certificate,iam-certificate,references,doc,medium,global-exact,get_distribution,cloudfront.GetDistribution,,yes,absent,2,0,0.00,0,0,0,path never populated across 2 resource(s),2026-08-16T15:50:20+00:00
cloudfront.distribution,distribution,cloudfront,DistributionList.Items[].ViewerCertificate.IAMCertificateId,list_dict,iam.iam_certificate,iam-certificate,references,doc,medium,global-exact,list_distributions_by_realtime_log_config,cloudfront.ListDistributionsByRealtimeLogConfig,,yes,absent,2,0,0.00,0,0,0,path never populated across 2 resource(s),2026-08-16T15:50:20+00:00
cloudfront.distribution,distribution,cloudfront,ViewerCertificate.IAMCertificateId,dotted,iam.iam_certificate,iam-certificate,references,doc,medium,global-exact,list_distributions,cloudfront.ListDistributions,,yes,absent,2,0,0.00,0,0,0,path never populated across 2 resource(s),2026-08-16T15:50:20+00:00
cloudfront.distribution_config,,cloudfront,DistributionConfig.ViewerCertificate.IAMCertificateId,dotted,iam.iam_certificate,iam-certificate,references,doc,medium,global-exact,get_distribution_config,cloudfront.GetDistributionConfig,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudfront.streaming_distribution,streaming-distribution,cloudfront,StreamingDistribution.Id,dotted,cloudfront.distribution,distribution,references,doc,medium,service-partial,get_streaming_distribution,cloudfront.GetStreamingDistribution,,yes,absent,1,0,0.00,0,0,0,path never populated across 1 resource(s),2026-08-16T15:50:20+00:00
cloudfront.streaming_distribution,streaming-distribution,cloudfront,StreamingDistributionList.Items[].Id,list_dict,cloudfront.distribution,distribution,references,doc,medium,service-exact,list_streaming_distributions,cloudfront.ListStreamingDistributions,,yes,absent,1,0,0.00,0,0,0,path never populated across 1 resource(s),2026-08-16T15:50:20+00:00
cloudhsm.hsm,hsm,cloudhsm,EniId,scalar,ec2.network_interface,eni,attached-to,doc,medium,well-known,describe_hsm,cloudhsm.DescribeHsm,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudhsm.hsm,hsm,cloudhsm,SubnetId,scalar,ec2.subnet,subnet,contained-in,doc,medium,leaf-hint,describe_hsm,cloudhsm.DescribeHsm,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudhsm.hsm,hsm,cloudhsm,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_hsm,cloudhsm.DescribeHsm,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudhsm.hsm,hsm,cloudhsm,IamRoleArn,scalar,iam.role,iam-role,assumes,doc,medium,well-known,describe_hsm,cloudhsm.DescribeHsm,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudhsmv2.cloudhsm_cluster,cloudhsm-cluster,cloudhsmv2,,,ec2.subnet,subnet,contained-in,c7n,declared-no-path,curated,describe_clusters,aws.cloudhsm-cluster.filters.subnet,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudhsmv2.cloudhsm_cluster,cloudhsm-cluster,cloudhsmv2,Hsms[].SubnetId,list_dict,ec2.subnet,subnet,contained-in,doc,medium,leaf-hint,describe_clusters,cloudhsmv2.DescribeClusters,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudhsmv2.cloudhsm_cluster,cloudhsm-cluster,cloudhsmv2,VpcId,scalar,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,describe_clusters,cloudhsmv2.DescribeClusters,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudtrail.event_data_store,,cloudtrail,KmsKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,get_event_data_store,cloudtrail.GetEventDataStore,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudtrail.trail,cloudtrail,cloudtrail,KmsKeyId,scalar,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,describe_trails,cloudtrail.DescribeTrails,,yes,absent,1,0,0.00,0,0,0,path never populated across 1 resource(s),2026-08-16T15:50:20+00:00
cloudtrail.trail,cloudtrail,cloudtrail,Trail.KmsKeyId,dotted,kms.key,kms-key,encrypted-by,doc,medium,leaf-hint,get_trail,cloudtrail.GetTrail,,yes,absent,1,0,0.00,0,0,0,path never populated across 1 resource(s),2026-08-16T15:50:20+00:00
cloudwatch.alarm,alarm,cloudwatch,MetricAlarms[].Dimensions[].Name,list_nested,iot.dimension,,references,doc,medium,global-exact,describe_alarms,cloudwatch.DescribeAlarms,,yes,absent,1,0,0.00,0,0,0,path never populated across 1 resource(s),2026-08-16T15:50:20+00:00
cloudwatch.alarm,alarm,cloudwatch,MetricAlarms[].Metrics[].MetricStat.Metric.Dimensions[].Name,list_nested,iot.dimension,,references,doc,medium,global-exact,describe_alarms,cloudwatch.DescribeAlarms,,yes,absent,1,0,0.00,0,0,0,path never populated across 1 resource(s),2026-08-16T15:50:20+00:00
cloudwatch.alarm_history,,cloudwatch,AlarmName,scalar,cloudwatch.alarm,alarm,references,doc,medium,service-exact,describe_alarm_history,cloudwatch.DescribeAlarmHistory,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudwatch.alarms_for_metric,,cloudwatch,AlarmName,scalar,cloudwatch.alarm,alarm,references,doc,medium,service-exact,describe_alarms_for_metric,cloudwatch.DescribeAlarmsForMetric,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudwatch.alarms_for_metric,,cloudwatch,Dimensions[].Name,list_dict,iot.dimension,,references,doc,medium,global-exact,describe_alarms_for_metric,cloudwatch.DescribeAlarmsForMetric,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudwatch.alarms_for_metric,,cloudwatch,Metrics[].MetricStat.Metric.Dimensions[].Name,list_nested,iot.dimension,,references,doc,medium,global-exact,describe_alarms_for_metric,cloudwatch.DescribeAlarmsForMetric,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudwatch.anomaly_detector,,cloudwatch,Dimensions[].Name,list_dict,iot.dimension,,references,doc,medium,global-exact,describe_anomaly_detectors,cloudwatch.DescribeAnomalyDetectors,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudwatch.anomaly_detector,,cloudwatch,MetricMathAnomalyDetector.MetricDataQueries[].MetricStat.Metric.Dimensions[].Name,list_nested,iot.dimension,,references,doc,medium,global-exact,describe_anomaly_detectors,cloudwatch.DescribeAnomalyDetectors,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudwatch.anomaly_detector,,cloudwatch,SingleMetricAnomalyDetector.Dimensions[].Name,list_dict,iot.dimension,,references,doc,medium,global-exact,describe_anomaly_detectors,cloudwatch.DescribeAnomalyDetectors,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
cloudwatch.metric_stream,,cloudwatch,RoleArn,scalar,iam.role,iam-role,assumes,doc,medium,well-known,get_metric_stream,cloudwatch.GetMetricStream,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codeartifact.repository,artifact-repo,codeartifact,domainName,scalar,codeartifact.domain,artifact-domain,references,doc,medium,service-exact,list_repositories,codeartifact.ListRepositories,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codeartifact.repository,artifact-repo,codeartifact,repository.domainName,dotted,codeartifact.domain,artifact-domain,references,doc,medium,service-exact,describe_repository,codeartifact.DescribeRepository,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codebuild.project,codebuild,codebuild,vpcConfig.securityGroupIds[],list_scalar,ec2.security_group,security-group,protected-by,c7n,high,curated,list_projects,aws.codebuild.filters.security-group,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codebuild.project,codebuild,codebuild,vpcConfig.subnets[],list_scalar,ec2.subnet,subnet,contained-in,c7n,high,curated,list_projects,aws.codebuild.filters.subnet,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codebuild.project,codebuild,codebuild,VpcConfig.VpcId,dotted,ec2.vpc,vpc,contained-in,asff,medium,curated,list_projects,securityhub.GetFindings: 'VPC',,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codebuild.project,codebuild,codebuild,projects[].vpcConfig.vpcId,list_dict,ec2.vpc,vpc,contained-in,doc,medium,leaf-hint,batch_get_projects,codebuild.BatchGetProjects,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codebuild.project,codebuild,codebuild,vpcConfig.vpcId,dotted,ec2.vpc,vpc,contained-in,c7n,high,curated,list_projects,aws.codebuild.filters.vpc,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codebuild.report_group,,codebuild,reports[].executionId,list_dict,gamelift.build,gamelift-build,references,doc,medium,global-exact,batch_get_reports,codebuild.BatchGetReports,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecatalyst.dev_environment,,codecatalyst,projectName,scalar,codecatalyst.project,,references,doc,medium,service-exact,get_dev_environment,codecatalyst.GetDevEnvironment,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecatalyst.dev_environment,,codecatalyst,repositories[].repositoryName,list_dict,codecatalyst.source_repository,,references,doc,medium,service-exact,list_dev_environments,codecatalyst.ListDevEnvironments,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecatalyst.dev_environment,,codecatalyst,repositoryName,scalar,codecatalyst.source_repository,,references,doc,medium,service-exact,get_dev_environment,codecatalyst.GetDevEnvironment,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecatalyst.dev_environment,,codecatalyst,spaceName,scalar,codecatalyst.space,,references,doc,medium,service-exact,get_dev_environment,codecatalyst.GetDevEnvironment,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecatalyst.dev_environment_session,,codecatalyst,devEnvironmentId,scalar,codecatalyst.dev_environment,,references,doc,medium,service-exact,list_dev_environment_sessions,codecatalyst.ListDevEnvironmentSessions,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecatalyst.dev_environment_session,,codecatalyst,projectName,scalar,codecatalyst.project,,references,doc,medium,service-exact,list_dev_environment_sessions,codecatalyst.ListDevEnvironmentSessions,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecatalyst.dev_environment_session,,codecatalyst,spaceName,scalar,codecatalyst.space,,references,doc,medium,service-exact,list_dev_environment_sessions,codecatalyst.ListDevEnvironmentSessions,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecatalyst.event_log,,codecatalyst,projectInformation.projectId,dotted,codecatalyst.project,,references,doc,medium,service-exact,list_event_logs,codecatalyst.ListEventLogs,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecatalyst.project,,codecatalyst,spaceName,scalar,codecatalyst.space,,references,doc,medium,service-exact,get_project,codecatalyst.GetProject,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecatalyst.source_repository,,codecatalyst,projectName,scalar,codecatalyst.project,,references,doc,medium,service-exact,get_source_repository,codecatalyst.GetSourceRepository,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecatalyst.source_repository,,codecatalyst,spaceName,scalar,codecatalyst.space,,references,doc,medium,service-exact,get_source_repository,codecatalyst.GetSourceRepository,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecatalyst.workflow,,codecatalyst,projectName,scalar,codecatalyst.project,,references,doc,medium,service-exact,get_workflow,codecatalyst.GetWorkflow,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecatalyst.workflow,,codecatalyst,spaceName,scalar,codecatalyst.space,,references,doc,medium,service-exact,get_workflow,codecatalyst.GetWorkflow,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecatalyst.workflow_run,,codecatalyst,projectName,scalar,codecatalyst.project,,references,doc,medium,service-exact,get_workflow_run,codecatalyst.GetWorkflowRun,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecatalyst.workflow_run,,codecatalyst,spaceName,scalar,codecatalyst.space,,references,doc,medium,service-exact,get_workflow_run,codecatalyst.GetWorkflowRun,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecatalyst.workflow_run,,codecatalyst,workflowId,scalar,codecatalyst.workflow,,references,doc,medium,service-exact,get_workflow_run,codecatalyst.GetWorkflowRun,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecatalyst.workflow_run,,codecatalyst,workflowName,scalar,codecatalyst.workflow,,references,doc,medium,service-exact,list_workflow_runs,codecatalyst.ListWorkflowRuns,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecommit.comments_for_compared_commit,,codecommit,repositoryName,scalar,codecommit.repository,codecommit,references,doc,medium,service-exact,get_comments_for_compared_commit,codecommit.GetCommentsForComparedCommit,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecommit.comments_for_pull_request,,codecommit,repositoryName,scalar,codecommit.repository,codecommit,references,doc,medium,service-exact,get_comments_for_pull_request,codecommit.GetCommentsForPullRequest,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecommit.difference,,codecommit,afterBlob.blobId,dotted,codecommit.blob,,references,doc,medium,service-exact,get_differences,codecommit.GetDifferences,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecommit.difference,,codecommit,beforeBlob.blobId,dotted,codecommit.blob,,references,doc,medium,service-exact,get_differences,codecommit.GetDifferences,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecommit.file_commit_history,,codecommit,commit.commitId,dotted,codecommit.commit,,references,doc,medium,service-partial,list_file_commit_history,codecommit.ListFileCommitHistory,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecommit.pull_request,,codecommit,pullRequest.approvalRules[].approvalRuleId,list_dict,codecommit.approval_rule_template,,references,doc,medium,service-partial,get_pull_request,codecommit.GetPullRequest,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecommit.pull_request,,codecommit,pullRequest.approvalRules[].approvalRuleName,list_dict,codecommit.approval_rule_template,,references,doc,medium,service-partial,get_pull_request,codecommit.GetPullRequest,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecommit.pull_request,,codecommit,pullRequest.pullRequestTargets[].mergeMetadata.mergeCommitId,list_dict,codecommit.merge_commit,,references,doc,medium,service-exact,get_pull_request,codecommit.GetPullRequest,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecommit.pull_request_event,,codecommit,approvalRuleEventMetadata.approvalRuleId,dotted,codecommit.approval_rule_template,,references,doc,medium,service-partial,describe_pull_request_events,codecommit.DescribePullRequestEvents,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecommit.pull_request_event,,codecommit,approvalRuleEventMetadata.approvalRuleName,dotted,codecommit.approval_rule_template,,references,doc,medium,service-partial,describe_pull_request_events,codecommit.DescribePullRequestEvents,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecommit.pull_request_event,,codecommit,pullRequestMergedStateChangedEventMetadata.mergeMetadata.mergeCommitId,dotted,codecommit.merge_commit,,references,doc,medium,service-exact,describe_pull_request_events,codecommit.DescribePullRequestEvents,,no,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecommit.pull_request_event,,codecommit,approvalRuleOverriddenEventMetadata.revisionId,dotted,codecommit.pull_request,,references,doc,medium,service-partial,describe_pull_request_events,codecommit.DescribePullRequestEvents,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecommit.pull_request_event,,codecommit,approvalStateChangedEventMetadata.revisionId,dotted,codecommit.pull_request,,references,doc,medium,service-partial,describe_pull_request_events,codecommit.DescribePullRequestEvents,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecommit.pull_request_event,,codecommit,pullRequestCreatedEventMetadata.repositoryName,dotted,codecommit.repository,codecommit,references,doc,medium,service-exact,describe_pull_request_events,codecommit.DescribePullRequestEvents,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecommit.pull_request_event,,codecommit,pullRequestMergedStateChangedEventMetadata.repositoryName,dotted,codecommit.repository,codecommit,references,doc,medium,service-exact,describe_pull_request_events,codecommit.DescribePullRequestEvents,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codecommit.pull_request_event,,codecommit,pullRequestSourceReferenceUpdatedEventMetadata.repositoryName,dotted,codecommit.repository,codecommit,references,doc,medium,service-exact,describe_pull_request_events,codecommit.DescribePullRequestEvents,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codedeploy.application_revision,,codedeploy,applicationName,scalar,codedeploy.application,codedeploy-app,references,doc,medium,service-exact,batch_get_application_revisions,codedeploy.BatchGetApplicationRevisions,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codedeploy.deployment_group,codedeploy-group,codedeploy,applicationName,scalar,codedeploy.application,codedeploy-app,contained-in,parent_spec,high,declared,,c7n parent_spec of codedeploy-group,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codedeploy.deployment_instance,,codedeploy,instanceSummary.lifecycleEvents[].diagnostics.scriptName,list_dict,gamelift.script,,references,doc,medium,global-exact,get_deployment_instance,codedeploy.GetDeploymentInstance,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codedeploy.deployment_instance,,codedeploy,lifecycleEvents[].diagnostics.scriptName,list_dict,gamelift.script,,references,doc,medium,global-exact,batch_get_deployment_instances,codedeploy.BatchGetDeploymentInstances,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
codedeploy.deployment_target,,codedeploy,cloudFormationTarget.lifecycleEvents[].diagnostics.scriptName,list_dict,gamelift.script,,references,doc,medium,global-exact,batch_get_deployment_targets,codedeploy.BatchGetDeploymentTargets,,yes,absent,0,0,,0,0,0,no source resources of this type were collected,2026-08-16T15:50:20+00:00
