provider,service_group,resource,category,name,schema_path,doc,params_json,permissions
aws,Compute,ec2-host,action,rename-tag,aws.ec2-host.actions.rename-tag,Create a new tag with identical value & remove old tag,"{""properties"":{""old_key"":""string"",""new_key"":""string""},""required"":[""type""]}","ec2:CreateTags,ec2:DeleteTags"
aws,Compute,ec2-host,action,tag,aws.ec2-host.actions.tag,Tag an ec2 resource.,"{""properties"":{""tags"":""object"",""key"":""string"",""value"":""string"",""tag"":""string""},""required"":[""type""]}",ec2:CreateTags
aws,Compute,ec2-host,action,tag-trim,aws.ec2-host.actions.tag-trim,Automatically remove tags from an ec2 resource.,"{""properties"":{""space"":""integer"",""preserve"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Compute,ec2-host,action,unmark,aws.ec2-host.actions.unmark,Remove tags from ec2 resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Compute,ec2-host,action,untag,aws.ec2-host.actions.untag,Remove tags from ec2 resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Compute,ec2-host,action,webhook,aws.ec2-host.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,Compute,ec2-reserved,filter,and,aws.ec2-reserved.filters.and,Parent base class for filters and actions.,,
aws,Compute,ec2-reserved,filter,event,aws.ec2-reserved.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Compute,ec2-reserved,filter,list-item,aws.ec2-reserved.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Compute,ec2-reserved,filter,marked-for-op,aws.ec2-reserved.filters.marked-for-op,Filter resources for tag specified future action,"{""properties"":{""tag"":""string"",""tz"":""string"",""skew"":""number"",""skew_hours"":""number"",""op"":""string""},""required"":[""type""]}",
aws,Compute,ec2-reserved,filter,not,aws.ec2-reserved.filters.not,Parent base class for filters and actions.,,
aws,Compute,ec2-reserved,filter,or,aws.ec2-reserved.filters.or,Parent base class for filters and actions.,,
aws,Compute,ec2-reserved,filter,reduce,aws.ec2-reserved.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,Compute,ec2-reserved,filter,tag-count,aws.ec2-reserved.filters.tag-count,Simplify tag counting..,"{""properties"":{""count"":""integer"",""op"":[""eq"",""equal"",""ne"",""not-equal"",""gt"",""greater-than"",""ge"",""gte"",""le"",""lte"",""lt"",""less-than"",""glob"",""regex"",""regex-case"",""in"",""ni"",""not-in"",""contains"",""difference"",""intersect""]},""required"":[""type""]}",
aws,Compute,ec2-reserved,filter,value,aws.ec2-reserved.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Compute,ec2-reserved,action,auto-tag-user,aws.ec2-reserved.actions.auto-tag-user,Tag a resource with the user who created/modified it.,"{""properties"":{""user-type"":""array"",""update"":""boolean"",""tag"":""string"",""principal_id_tag"":""string"",""value"":""string""},""required"":[""tag"",""type""]}",
aws,Compute,ec2-reserved,action,mark,aws.ec2-reserved.actions.mark,Tag an ec2 resource.,"{""properties"":{""tags"":""object"",""key"":""string"",""value"":""string"",""tag"":""string""},""required"":[""type""]}",ec2:CreateTags
aws,Compute,ec2-reserved,action,mark-for-op,aws.ec2-reserved.actions.mark-for-op,Tag resources for future action.,"{""properties"":{""tag"":""string"",""msg"":""string"",""days"":""number"",""hours"":""number"",""tz"":""string"",""op"":""string""},""required"":[""type""]}",
aws,Compute,ec2-reserved,action,normalize-tag,aws.ec2-reserved.actions.normalize-tag,Transform the value of a tag.,"{""properties"":{""key"":""string"",""action"":""string"",""value"":""string""},""required"":[""type""]}",ec2:CreateTags
aws,Compute,ec2-reserved,action,remove-tag,aws.ec2-reserved.actions.remove-tag,Remove tags from ec2 resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Compute,ec2-reserved,action,rename-tag,aws.ec2-reserved.actions.rename-tag,Create a new tag with identical value & remove old tag,"{""properties"":{""old_key"":""string"",""new_key"":""string""},""required"":[""type""]}","ec2:CreateTags,ec2:DeleteTags"
aws,Compute,ec2-reserved,action,tag,aws.ec2-reserved.actions.tag,Tag an ec2 resource.,"{""properties"":{""tags"":""object"",""key"":""string"",""value"":""string"",""tag"":""string""},""required"":[""type""]}",ec2:CreateTags
aws,Compute,ec2-reserved,action,tag-trim,aws.ec2-reserved.actions.tag-trim,Automatically remove tags from an ec2 resource.,"{""properties"":{""space"":""integer"",""preserve"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Compute,ec2-reserved,action,unmark,aws.ec2-reserved.actions.unmark,Remove tags from ec2 resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Compute,ec2-reserved,action,untag,aws.ec2-reserved.actions.untag,Remove tags from ec2 resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Compute,ec2-reserved,action,webhook,aws.ec2-reserved.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,Compute,ec2-spot-fleet-request,filter,and,aws.ec2-spot-fleet-request.filters.and,Parent base class for filters and actions.,,
aws,Compute,ec2-spot-fleet-request,filter,event,aws.ec2-spot-fleet-request.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Compute,ec2-spot-fleet-request,filter,list-item,aws.ec2-spot-fleet-request.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Compute,ec2-spot-fleet-request,filter,marked-for-op,aws.ec2-spot-fleet-request.filters.marked-for-op,Filter resources for tag specified future action,"{""properties"":{""tag"":""string"",""tz"":""string"",""skew"":""number"",""skew_hours"":""number"",""op"":""string""},""required"":[""type""]}",
aws,Compute,ec2-spot-fleet-request,filter,not,aws.ec2-spot-fleet-request.filters.not,Parent base class for filters and actions.,,
aws,Compute,ec2-spot-fleet-request,filter,offhour,aws.ec2-spot-fleet-request.filters.offhour,Schedule offhours for resources see :ref:`offhours <offhours>`,"{""properties"":{""tag"":""string"",""default_tz"":""string"",""fallback-schedule"":""string"",""fallback_schedule"":""string"",""weekends"":""boolean"",""weekends-only"":""boolean"",""opt-out"":""boolean"",""skip-days"":""array"",""skip-days-from"":""object"",""offhour"":""integer""},""required"":[""offhour"",""default_tz"",""type""]}",
aws,Compute,ec2-spot-fleet-request,filter,onhour,aws.ec2-spot-fleet-request.filters.onhour,Schedule offhours for resources see :ref:`offhours <offhours>`,"{""properties"":{""tag"":""string"",""default_tz"":""string"",""fallback-schedule"":""string"",""fallback_schedule"":""string"",""weekends"":""boolean"",""weekends-only"":""boolean"",""opt-out"":""boolean"",""skip-days"":""array"",""skip-days-from"":""object"",""onhour"":""integer""},""required"":[""onhour"",""default_tz"",""type""]}",
aws,Compute,ec2-spot-fleet-request,filter,or,aws.ec2-spot-fleet-request.filters.or,Parent base class for filters and actions.,,
aws,Compute,ec2-spot-fleet-request,filter,reduce,aws.ec2-spot-fleet-request.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,Compute,ec2-spot-fleet-request,filter,tag-count,aws.ec2-spot-fleet-request.filters.tag-count,Simplify tag counting..,"{""properties"":{""count"":""integer"",""op"":[""eq"",""equal"",""ne"",""not-equal"",""gt"",""greater-than"",""ge"",""gte"",""le"",""lte"",""lt"",""less-than"",""glob"",""regex"",""regex-case"",""in"",""ni"",""not-in"",""contains"",""difference"",""intersect""]},""required"":[""type""]}",
aws,Compute,ec2-spot-fleet-request,filter,value,aws.ec2-spot-fleet-request.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Compute,ec2-spot-fleet-request,action,auto-tag-user,aws.ec2-spot-fleet-request.actions.auto-tag-user,Tag a resource with the user who created/modified it.,"{""properties"":{""user-type"":""array"",""update"":""boolean"",""tag"":""string"",""principal_id_tag"":""string"",""value"":""string""},""required"":[""tag"",""type""]}",
aws,Compute,ec2-spot-fleet-request,action,mark,aws.ec2-spot-fleet-request.actions.mark,Tag an ec2 resource.,"{""properties"":{""tags"":""object"",""key"":""string"",""value"":""string"",""tag"":""string""},""required"":[""type""]}",ec2:CreateTags
aws,Compute,ec2-spot-fleet-request,action,mark-for-op,aws.ec2-spot-fleet-request.actions.mark-for-op,Tag resources for future action.,"{""properties"":{""tag"":""string"",""msg"":""string"",""days"":""number"",""hours"":""number"",""tz"":""string"",""op"":""string""},""required"":[""type""]}",
aws,Compute,ec2-spot-fleet-request,action,normalize-tag,aws.ec2-spot-fleet-request.actions.normalize-tag,Transform the value of a tag.,"{""properties"":{""key"":""string"",""action"":""string"",""value"":""string""},""required"":[""type""]}",ec2:CreateTags
aws,Compute,ec2-spot-fleet-request,action,remove-tag,aws.ec2-spot-fleet-request.actions.remove-tag,Remove tags from ec2 resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Compute,ec2-spot-fleet-request,action,rename-tag,aws.ec2-spot-fleet-request.actions.rename-tag,Create a new tag with identical value & remove old tag,"{""properties"":{""old_key"":""string"",""new_key"":""string""},""required"":[""type""]}","ec2:CreateTags,ec2:DeleteTags"
aws,Compute,ec2-spot-fleet-request,action,resize,aws.ec2-spot-fleet-request.actions.resize,Action to resize the min/max/desired count in an application autoscaling target,"{""properties"":{""min-capacity"":""integer"",""max-capacity"":""integer"",""desired"":""?"",""save-options-tag"":""string"",""restore-options-tag"":""string"",""suspend-scaling"":""boolean"",""restore-scaling"":""boolean""},""required"":[""type""]}","ec2:CreateTags,ec2:ModifySpotFleetRequest"
aws,Compute,ec2-spot-fleet-request,action,tag,aws.ec2-spot-fleet-request.actions.tag,Tag an ec2 resource.,"{""properties"":{""tags"":""object"",""key"":""string"",""value"":""string"",""tag"":""string""},""required"":[""type""]}",ec2:CreateTags
aws,Compute,ec2-spot-fleet-request,action,tag-trim,aws.ec2-spot-fleet-request.actions.tag-trim,Automatically remove tags from an ec2 resource.,"{""properties"":{""space"":""integer"",""preserve"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Compute,ec2-spot-fleet-request,action,unmark,aws.ec2-spot-fleet-request.actions.unmark,Remove tags from ec2 resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Compute,ec2-spot-fleet-request,action,untag,aws.ec2-spot-fleet-request.actions.untag,Remove tags from ec2 resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Compute,ec2-spot-fleet-request,action,webhook,aws.ec2-spot-fleet-request.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,Containers,ecr,filter,and,aws.ecr.filters.and,Parent base class for filters and actions.,,
aws,Containers,ecr,filter,cross-account,aws.ecr.filters.cross-account,Filters all EC2 Container Registries (ECR) with cross-account access,"{""properties"":{""actions"":""array"",""everyone_only"":""boolean"",""whitelist_conditions"":""array"",""whitelist_from"":""#/definitions/filters_common/value_from"",""whitelist"":""array"",""whitelist_orgids_from"":""#/definitions/filters_common/value_from"",""whitelist_orgids"":""array"",""whitelist_vpce_from"":""#/definitions/filters_common/value_from"",""whitelist_vpce"":""array"",""whitelist_vpc_from"":""#/definitions/filters_common/value_from"",""whitelist_vpc"":""array""},""required"":[""type""]}",ecr:GetRepositoryPolicy
aws,Containers,ecr,filter,event,aws.ecr.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Containers,ecr,filter,lifecycle-rule,aws.ecr.filters.lifecycle-rule,Lifecycle rule filtering,"{""properties"":{""state"":""boolean"",""match"":""array""},""required"":[""type""]}",ecr:GetLifecyclePolicy
aws,Containers,ecr,filter,list-item,aws.ecr.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Containers,ecr,filter,marked-for-op,aws.ecr.filters.marked-for-op,Filter resources for tag specified future action,"{""properties"":{""tag"":""string"",""tz"":""string"",""skew"":""number"",""skew_hours"":""number"",""op"":""string""},""required"":[""type""]}",
aws,Containers,ecr,filter,metrics,aws.ecr.filters.metrics,Supports cloud watch metrics filters on resources.,"{""properties"":{""namespace"":""string"",""name"":""string"",""dimensions"":""object"",""statistics"":""string"",""days"":""number"",""op"":""string"",""value"":""number"",""period"":""number"",""attr-multiplier"":""number"",""percent-attr"":""string"",""missing-value"":""number""},""required"":[""value"",""name""]}",cloudwatch:GetMetricStatistics
aws,Containers,ecr,filter,not,aws.ecr.filters.not,Parent base class for filters and actions.,,
aws,Containers,ecr,filter,or,aws.ecr.filters.or,Parent base class for filters and actions.,,
aws,Containers,ecr,filter,reduce,aws.ecr.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,Containers,ecr,filter,value,aws.ecr.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Containers,ecr,action,mark-for-op,aws.ecr.actions.mark-for-op,Tag resources for future action.,"{""properties"":{""tag"":""string"",""msg"":""string"",""days"":""number"",""hours"":""number"",""tz"":""string"",""op"":""string""},""required"":[""type""]}",
aws,Containers,ecr,action,modify-ecr-policy,aws.ecr.actions.modify-ecr-policy,Action to modify ECR policy statements.,"{""properties"":{""schema_alias"":""False"",""add-statements"":""array"",""remove-statements"":[""array"",""string""]},""required"":[""type""]}","ecr:GetRepositoryPolicy,ecr:SetRepositoryPolicy"
aws,Containers,ecr,action,remove-statements,aws.ecr.actions.remove-statements,Action to remove policy statements from ECR,"{""properties"":{""statement_ids"":""?""},""required"":[""statement_ids"",""type""]}","ecr:SetRepositoryPolicy,ecr:GetRepositoryPolicy"
aws,Containers,ecr,action,remove-tag,aws.ecr.actions.remove-tag,Remove tags from ec2 resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",ecr:UntagResource
aws,Containers,ecr,action,set-immutability,aws.ecr.actions.set-immutability,Parent base class for filters and actions.,"{""properties"":{""state"":""boolean""},""required"":[""type""]}",ecr:PutImageTagMutability
aws,Containers,ecr,action,set-lifecycle,aws.ecr.actions.set-lifecycle,Set the lifecycle policy for ECR repositories.,"{""properties"":{""state"":""boolean"",""rules"":""array""},""required"":[""type""]}","ecr:PutLifecyclePolicy,ecr:DeleteLifecyclePolicy"
aws,Containers,ecr,action,set-scanning,aws.ecr.actions.set-scanning,Parent base class for filters and actions.,"{""properties"":{""state"":""boolean""},""required"":[""type""]}",ecr:PutImageScanningConfiguration
aws,Containers,ecr,action,tag,aws.ecr.actions.tag,Tag an ec2 resource.,"{""properties"":{""tags"":""object"",""key"":""string"",""value"":""string"",""tag"":""string""},""required"":[""type""]}",ecr:TagResource
aws,Containers,ecr,action,webhook,aws.ecr.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,Containers,ecr-image,filter,and,aws.ecr-image.filters.and,Parent base class for filters and actions.,,
aws,Containers,ecr-image,filter,event,aws.ecr-image.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Containers,ecr-image,filter,list-item,aws.ecr-image.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Containers,ecr-image,filter,not,aws.ecr-image.filters.not,Parent base class for filters and actions.,,
aws,Containers,ecr-image,filter,or,aws.ecr-image.filters.or,Parent base class for filters and actions.,,
aws,Containers,ecr-image,filter,reduce,aws.ecr-image.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,Containers,ecr-image,filter,value,aws.ecr-image.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Containers,ecr-image,action,modify-ecr-policy,aws.ecr-image.actions.modify-ecr-policy,Action to modify ECR policy statements.,"{""properties"":{""schema_alias"":""False"",""add-statements"":""array"",""remove-statements"":[""array"",""string""]},""required"":[""type""]}","ecr:GetRepositoryPolicy,ecr:SetRepositoryPolicy"
aws,Containers,ecr-image,action,webhook,aws.ecr-image.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,Containers,ecs,filter,and,aws.ecs.filters.and,Parent base class for filters and actions.,,
aws,Containers,ecs,filter,ebs-storage,aws.ecs.filters.ebs-storage,Filter clusters by configured EBS storage parameters.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string"",""operator"":""string""},""required"":[""type""]}",
aws,Containers,ecs,filter,event,aws.ecs.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Containers,ecs,filter,list-item,aws.ecs.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Containers,ecs,filter,marked-for-op,aws.ecs.filters.marked-for-op,Filter resources for tag specified future action,"{""properties"":{""tag"":""string"",""tz"":""string"",""skew"":""number"",""skew_hours"":""number"",""op"":""string""},""required"":[""type""]}",
aws,Containers,ecs,filter,metrics,aws.ecs.filters.metrics,Supports cloud watch metrics filters on resources.,"{""properties"":{""namespace"":""string"",""name"":""string"",""dimensions"":""object"",""statistics"":""string"",""days"":""number"",""op"":""string"",""value"":""number"",""period"":""number"",""attr-multiplier"":""number"",""percent-attr"":""string"",""missing-value"":""number""},""required"":[""value"",""name""]}",cloudwatch:GetMetricStatistics
aws,Containers,ecs,filter,not,aws.ecs.filters.not,Parent base class for filters and actions.,,
aws,Containers,ecs,filter,or,aws.ecs.filters.or,Parent base class for filters and actions.,,
aws,Containers,ecs,filter,reduce,aws.ecs.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,Containers,ecs,filter,value,aws.ecs.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Containers,ecs,action,auto-tag-user,aws.ecs.actions.auto-tag-user,Tag a resource with the user who created/modified it.,"{""properties"":{""user-type"":""array"",""update"":""boolean"",""tag"":""string"",""principal_id_tag"":""string"",""value"":""string""},""required"":[""tag"",""type""]}",
aws,Containers,ecs,action,mark-for-op,aws.ecs.actions.mark-for-op,Mark ECS resources for deferred action,"{""properties"":{""tag"":""string"",""msg"":""string"",""days"":""number"",""hours"":""number"",""tz"":""string"",""op"":""string""},""required"":[""type""]}",
aws,Containers,ecs,action,remove-tag,aws.ecs.actions.remove-tag,Remove tag(s) from ECS resources,"{""properties"":{""tags"":""array""},""required"":[""type""]}",ecs:UntagResource
aws,Containers,ecs,action,tag,aws.ecs.actions.tag,Action to create tag(s) on an ECS resource,"{""properties"":{""tags"":""object"",""key"":""string"",""value"":""string"",""tag"":""string""},""required"":[""type""]}",ecs:TagResource
aws,Containers,ecs,action,webhook,aws.ecs.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,Containers,ecs-container-instance,filter,and,aws.ecs-container-instance.filters.and,Parent base class for filters and actions.,,
aws,Containers,ecs-container-instance,filter,event,aws.ecs-container-instance.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Containers,ecs-container-instance,filter,list-item,aws.ecs-container-instance.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Containers,ecs-container-instance,filter,marked-for-op,aws.ecs-container-instance.filters.marked-for-op,Filter resources for tag specified future action,"{""properties"":{""tag"":""string"",""tz"":""string"",""skew"":""number"",""skew_hours"":""number"",""op"":""string""},""required"":[""type""]}",
aws,Containers,ecs-container-instance,filter,not,aws.ecs-container-instance.filters.not,Parent base class for filters and actions.,,
aws,Containers,ecs-container-instance,filter,or,aws.ecs-container-instance.filters.or,Parent base class for filters and actions.,,
aws,Containers,ecs-container-instance,filter,reduce,aws.ecs-container-instance.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,Containers,ecs-container-instance,filter,subnet,aws.ecs-container-instance.filters.subnet,Filter a resource by its associated subnets attributes.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string"",""match-resource"":""boolean"",""operator"":[""and"",""or""],""igw"":[true,false]},""required"":[""type""]}",
aws,Containers,ecs-container-instance,filter,taggable,aws.ecs-container-instance.filters.taggable,Filter ECS resources on arn-format,"{""properties"":{""state"":""boolean""},""required"":[""type""]}",
aws,Containers,ecs-container-instance,filter,value,aws.ecs-container-instance.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Containers,ecs-container-instance,action,auto-tag-user,aws.ecs-container-instance.actions.auto-tag-user,Tag a resource with the user who created/modified it.,"{""properties"":{""user-type"":""array"",""update"":""boolean"",""tag"":""string"",""principal_id_tag"":""string"",""value"":""string""},""required"":[""tag"",""type""]}",
aws,Containers,ecs-container-instance,action,mark-for-op,aws.ecs-container-instance.actions.mark-for-op,Mark ECS resources for deferred action,"{""properties"":{""tag"":""string"",""msg"":""string"",""days"":""number"",""hours"":""number"",""tz"":""string"",""op"":""string""},""required"":[""type""]}",
aws,Containers,ecs-container-instance,action,remove-tag,aws.ecs-container-instance.actions.remove-tag,Remove tag(s) from ECS resources,"{""properties"":{""tags"":""array""},""required"":[""type""]}",ecs:UntagResource
aws,Containers,ecs-container-instance,action,set-state,aws.ecs-container-instance.actions.set-state,Updates a container instance to either ACTIVE or DRAINING,"{""properties"":{""state"":""string""},""required"":[""type""]}",ecs:UpdateContainerInstancesState
